Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,property_id,temperature,humidity,description,feels_like,Rent_per_Sqft,Log_Rent,Is_Furnished,Monthly_Rental_Income,Est_Property_Value,Rent_Yield_Estimate,City_Median_Rent_Sqft,Investment_Label,Locality_Desirability_Score,City_Encoded
2022-05-17,4,280000,2800,2 out of 9,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,4,Contact Agent,1074,25.84,87,overcast clouds,26.75,100.0,12.54254845357358,1,280000,56000000,6.0,71.42857142857143,1,8.0,1
2022-06-02,1,17000,320,23 out of 23,Carpet Area,"Midas PMGP Mhada Colony, PMGP Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1075,25.84,87,overcast clouds,26.75,53.125,9.741027444837728,0,17000,6400000,3.1875,71.42857142857143,0,3.0,1
2022-06-11,1,16000,250,4 out of 10,Carpet Area,Charkop,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1076,25.84,87,overcast clouds,26.75,64.0,9.680406499268875,0,16000,5000000,3.84,71.42857142857143,0,4.0,1
2022-05-14,2,55000,700,4 out of 6,Carpet Area,Andheri West,Mumbai,Furnished,Bachelors,3,Contact Agent,1077,25.84,87,overcast clouds,26.75,78.57142857142857,10.915106645867503,1,55000,14000000,4.714285714285714,71.42857142857143,1,6.0,1
2022-06-24,1,23000,500,3 out of 9,Super Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,1078,25.84,87,overcast clouds,26.75,46.0,10.043292972227004,0,23000,10000000,2.76,71.42857142857143,0,2.0,1
2022-05-19,2,56000,720,12 out of 22,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1079,25.84,87,overcast clouds,26.75,77.77777777777777,10.933124826700707,1,56000,14400000,4.666666666666667,71.42857142857143,1,6.0,1
2022-05-13,3,77000,1100,16 out of 21,Carpet Area,"Auris Serenity, Adarsh Nagar",Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,1080,25.84,87,overcast clouds,26.75,70.0,11.251573687764477,0,77000,22000000,4.2,71.42857142857143,1,5.0,1
2022-07-02,2,40000,600,15 out of 20,Carpet Area,Tilak Nagar - Harbour Line,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1081,25.84,87,overcast clouds,26.75,66.66666666666667,10.596659732783579,0,40000,12000000,4.0,71.42857142857143,0,5.0,1
2022-07-09,2,55000,750,1 out of 7,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,1082,25.84,87,overcast clouds,26.75,73.33333333333333,10.915106645867503,1,55000,15000000,4.3999999999999995,71.42857142857143,1,6.0,1
2022-06-16,4,290000,1500,5 out of 15,Carpet Area,"Benchmark Solus, Waterfield Road",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,1083,25.84,87,overcast clouds,26.75,193.33333333333334,12.577639650232573,1,290000,30000000,11.600000000000001,71.42857142857143,1,10.0,1
2022-06-23,3,45000,950,15 out of 17,Carpet Area,IC Colony,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,1084,25.84,87,overcast clouds,26.75,47.36842105263158,10.714439990727769,0,45000,19000000,2.8421052631578947,71.42857142857143,0,2.0,1
2022-06-27,1,40000,680,5 out of 7,Super Area,"Ballerina Apartment, Lokhandwala Complex",Mumbai,Furnished,Bachelors/Family,4,Contact Agent,1085,25.84,87,overcast clouds,26.75,58.8235294117647,10.596659732783579,1,40000,13600000,3.5294117647058822,71.42857142857143,0,4.0,1
2022-05-18,2,35000,650,6 out of 8,Carpet Area,"Evershine Millenium Paradise, Thakur Village, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1086,25.84,87,overcast clouds,26.75,53.84615384615385,10.463131911491967,1,35000,13000000,3.230769230769231,71.42857142857143,0,3.0,1
2022-05-14,2,95000,900,18 out of 30,Carpet Area,"Oberoi Springs, Andheri West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,1087,25.84,87,overcast clouds,26.75,105.55555555555556,11.461642696843066,1,95000,18000000,6.333333333333334,71.42857142857143,1,8.0,1
2022-07-07,1,23500,400,1 out of 7,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,1088,25.84,87,overcast clouds,26.75,58.75,10.064798252418377,0,23500,8000000,3.5249999999999995,71.42857142857143,0,4.0,1
2022-05-31,2,28000,700,4 out of 12,Carpet Area,"Usha Nagar Society, Bhandup West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1089,25.84,87,overcast clouds,26.75,40.0,10.239995502805316,1,28000,14000000,2.4,71.42857142857143,0,1.0,1
2022-05-19,1,40000,508,16 out of 18,Carpet Area,"Kanakia Sevens, Marol Maroshi Road",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1090,25.84,87,overcast clouds,26.75,78.74015748031496,10.596659732783579,1,40000,10160000,4.724409448818897,71.42857142857143,1,6.0,1
2022-07-06,2,40000,753,11 out of 31,Carpet Area,"Omkar Ananta, Film City Road",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1091,25.84,87,overcast clouds,26.75,53.12084993359894,10.596659732783579,0,40000,15060000,3.187250996015936,71.42857142857143,0,3.0,1
2022-05-31,2,150000,1000,4 out of 9,Carpet Area,"Smoky Hill Apartment, Bandra West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1092,25.84,87,overcast clouds,26.75,150.0,11.918397239722838,1,150000,20000000,9.0,71.42857142857143,1,10.0,1
2022-07-09,4,250000,2500,2 out of 10,Carpet Area,JVPD Scheme,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,1093,25.84,87,overcast clouds,26.75,100.0,12.429220196836383,1,250000,50000000,6.0,71.42857142857143,1,8.0,1
2022-06-10,3,300000,1800,8 out of 12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,3,Contact Agent,1094,25.84,87,overcast clouds,26.75,166.66666666666666,12.611541086966115,1,300000,36000000,10.0,71.42857142857143,1,10.0,1
2022-07-06,2,80000,670,5 out of 17,Carpet Area,Matunga East,Mumbai,Unfurnished,Bachelors,2,Contact Agent,1095,25.84,87,overcast clouds,26.75,119.40298507462687,11.289794413577894,0,80000,13400000,7.164179104477612,71.42857142857143,1,9.0,1
2022-05-22,2,47000,720,Upper Basement out of 16,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors,2,Contact Agent,1096,25.84,87,overcast clouds,26.75,65.27777777777777,10.757924157061597,0,47000,14400000,3.916666666666667,71.42857142857143,0,5.0,1
2022-07-07,4,250000,2120,46 out of 76,Carpet Area,"Lodha Marquise, Worli Sea Face",Mumbai,Furnished,Bachelors/Family,5,Contact Agent,1097,25.84,87,overcast clouds,26.75,117.9245283018868,12.429220196836383,1,250000,42400000,7.0754716981132075,71.42857142857143,1,9.0,1
2022-07-09,4,380000,2800,50 out of 75,Carpet Area,"Omkar 1973, Worli",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,1098,25.84,87,overcast clouds,26.75,135.71428571428572,12.847929163278053,1,380000,56000000,8.142857142857144,71.42857142857143,1,10.0,1
2022-06-12,5,300000,3000,2 out of 22,Carpet Area,Chandivali,Mumbai,Furnished,Bachelors/Family,5,Contact Agent,1099,25.84,87,overcast clouds,26.75,100.0,12.611541086966115,1,300000,60000000,6.0,71.42857142857143,1,8.0,1
2022-07-09,3,160000,1197,18 out of 26,Carpet Area,"Aristo Pearl Residency, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1100,25.84,87,overcast clouds,26.75,133.66750208855473,11.982935344196433,1,160000,23940000,8.020050125313283,71.42857142857143,1,10.0,1
2022-07-02,1,50000,413,5 out of 6,Carpet Area,Grant Road,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,1101,25.84,87,overcast clouds,26.75,121.06537530266344,10.819798284210286,1,50000,8260000,7.263922518159806,71.42857142857143,1,9.0,1
2022-07-01,3,110000,1350,12 out of 20,Carpet Area,"Atur Park, Chembur",Mumbai,Semi-Furnished,Bachelors,4,Contact Agent,1102,25.84,87,overcast clouds,26.75,81.48148148148148,11.608244735642321,1,110000,27000000,4.888888888888889,71.42857142857143,1,7.0,1
2022-04-29,2,50000,750,Ground out of 5,Super Area,D.N. Nagar,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,1103,25.84,87,overcast clouds,26.75,66.66666666666667,10.819798284210286,0,50000,15000000,4.0,71.42857142857143,0,5.0,1
2022-05-22,4,180000,1755,6 out of 18,Carpet Area,"Godrej The Trees, Vikhroli East",Mumbai,Semi-Furnished,Family,4,Contact Agent,1104,25.84,87,overcast clouds,26.75,102.56410256410257,12.100717685412471,1,180000,35100000,6.153846153846154,71.42857142857143,1,8.0,1
2022-06-20,3,150000,1600,6 out of 7,Carpet Area,JVPD Scheme,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1105,25.84,87,overcast clouds,26.75,93.75,11.918397239722838,1,150000,32000000,5.625,71.42857142857143,1,7.0,1
2022-06-27,1,32000,430,2 out of 3,Carpet Area,"Sion East, Sion Koliwada",Mumbai,Unfurnished,Family,1,Contact Agent,1106,25.84,87,overcast clouds,26.75,74.4186046511628,10.373522431293592,0,32000,8600000,4.465116279069767,71.42857142857143,1,6.0,1
2022-06-03,1,22000,430,4 out of 6,Carpet Area,Thakur Complex,Mumbai,Unfurnished,Family,1,Contact Agent,1107,25.84,87,overcast clouds,26.75,51.16279069767442,9.99884318585288,0,22000,8600000,3.0697674418604652,71.42857142857143,0,2.0,1
2022-06-20,2,8000,623,6 out of 7,Carpet Area,"Shreenath nagar, Morya Nagar",Mumbai,Unfurnished,Family,2,Contact Agent,1108,25.84,87,overcast clouds,26.75,12.841091492776886,8.987321812850125,0,8000,12460000,0.7704654895666132,71.42857142857143,0,1.0,1
2022-05-31,3,190000,1850,35 out of 55,Carpet Area,"Crescent Bay Callisto, Parel",Mumbai,Semi-Furnished,Bachelors,4,Contact Agent,1109,25.84,87,overcast clouds,26.75,102.70270270270271,12.154784614286667,1,190000,37000000,6.162162162162162,71.42857142857143,1,8.0,1
2022-07-09,4,150000,1937,20 out of 30,Carpet Area,"Raj Grandeur, Powai",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1110,25.84,87,overcast clouds,26.75,77.43933918430562,11.918397239722838,1,150000,38740000,4.646360351058338,71.42857142857143,1,6.0,1
2022-06-27,2,44000,880,12 out of 27,Carpet Area,orchid suburbia,Mumbai,Unfurnished,Bachelors,2,Contact Owner,1111,25.84,87,overcast clouds,26.75,50.0,10.691967639914864,0,44000,17600000,3.0,71.42857142857143,0,2.0,1
2022-07-09,3,240000,1358,40 out of 50,Carpet Area,"Lodha Kiara, Worli Hill",Mumbai,Semi-Furnished,Family,4,Contact Agent,1112,25.84,87,overcast clouds,26.75,176.73048600883652,12.388398368982115,1,240000,27160000,10.603829160530191,71.42857142857143,1,10.0,1
2022-06-07,2,75000,700,4 out of 7,Carpet Area,Santacruz West,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,1113,25.84,87,overcast clouds,26.75,107.14285714285714,11.225256725762893,1,75000,14000000,6.428571428571428,71.42857142857143,1,8.0,1
2022-05-16,2,200000,1000,7 out of 8,Carpet Area,Union Park,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1114,25.84,87,overcast clouds,26.75,200.0,12.206077645517674,1,200000,20000000,12.0,71.42857142857143,1,10.0,1
2022-05-06,2,8000,890,4 out of 4,Carpet Area,new panvel,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,1115,25.84,87,overcast clouds,26.75,8.98876404494382,8.987321812850125,0,8000,17800000,0.5393258426966292,71.42857142857143,0,1.0,1
2022-04-29,2,65000,935,2 out of 7,Super Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1116,25.84,87,overcast clouds,26.75,69.5187165775401,11.082157933374816,1,65000,18700000,4.171122994652406,71.42857142857143,1,5.0,1
2022-07-06,2,50000,751,16 out of 20,Carpet Area,"Raj Legacy, Vikhroli West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1117,25.84,87,overcast clouds,26.75,66.57789613848202,10.819798284210286,1,50000,15020000,3.9946737683089215,71.42857142857143,0,5.0,1
2022-07-07,3,85000,1000,4 out of 11,Carpet Area,"Lodha Eternis, Chakala MIDC",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1118,25.84,87,overcast clouds,26.75,85.0,11.350418300109132,1,85000,20000000,5.1,71.42857142857143,1,7.0,1
2022-06-23,3,75000,1200,5 out of 12,Carpet Area,Chembur,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1119,25.84,87,overcast clouds,26.75,62.5,11.225256725762893,1,75000,24000000,3.75,71.42857142857143,0,4.0,1
2022-07-04,1,6000,200,Ground out of 5,Super Area,"Sonal Apartment, Bhandari Compound",Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1120,25.84,87,overcast clouds,26.75,30.0,8.699681400989514,0,6000,4000000,1.7999999999999998,71.42857142857143,0,1.0,1
2022-06-16,3,83000,1100,9 out of 20,Carpet Area,"Raheja Vista, Powai",Mumbai,Furnished,Bachelors,3,Contact Agent,1121,25.84,87,overcast clouds,26.75,75.45454545454545,11.326607934898927,1,83000,22000000,4.527272727272727,71.42857142857143,1,6.0,1
2022-06-28,3,65000,1100,25 out of 28,Carpet Area,"Sejal Tower, Goregaon West",Mumbai,Unfurnished,Bachelors,3,Contact Agent,1122,25.84,87,overcast clouds,26.75,59.09090909090909,11.082157933374816,0,65000,22000000,3.5454545454545454,71.42857142857143,0,4.0,1
2022-07-07,1,32000,420,1 out of 3,Carpet Area,Chembur,Mumbai,Semi-Furnished,Family,2,Contact Agent,1123,25.84,87,overcast clouds,26.75,76.19047619047619,10.373522431293592,1,32000,8400000,4.571428571428571,71.42857142857143,1,6.0,1
2022-07-06,2,39000,630,6 out of 7,Carpet Area,"Yashodham Complex, Goregaon East",Mumbai,Unfurnished,Family,2,Contact Agent,1124,25.84,87,overcast clouds,26.75,61.904761904761905,10.571342565808699,0,39000,12600000,3.7142857142857144,71.42857142857143,0,4.0,1
2022-06-15,3,90000,1000,3 out of 3,Carpet Area,Vile Parle West,Mumbai,Furnished,Bachelors,2,Contact Agent,1125,25.84,87,overcast clouds,26.75,90.0,11.407576060361786,1,90000,20000000,5.4,71.42857142857143,1,7.0,1
2022-07-03,3,75000,1255,12 out of 17,Carpet Area,Bhakti Park,Mumbai,Furnished,Bachelors/Family,3,Contact Owner,1126,25.84,87,overcast clouds,26.75,59.7609561752988,11.225256725762893,1,75000,25100000,3.5856573705179287,71.42857142857143,0,4.0,1
2022-07-09,1,33000,460,10 out of 25,Carpet Area,"Conwood Astoria, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1127,25.84,87,overcast clouds,26.75,71.73913043478261,10.404293143019792,1,33000,9200000,4.304347826086956,71.42857142857143,1,6.0,1
2022-06-04,2,250000,1300,Upper Basement out of 10,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1128,25.84,87,overcast clouds,26.75,192.30769230769232,12.429220196836383,1,250000,26000000,11.538461538461538,71.42857142857143,1,10.0,1
2022-05-27,1,26500,450,5 out of 8,Carpet Area,"Vasant Sagar, Thakur Village, Kandivali East",Mumbai,Furnished,Family,2,Contact Agent,1129,25.84,87,overcast clouds,26.75,58.888888888888886,10.184937747111391,1,26500,9000000,3.5333333333333337,71.42857142857143,0,4.0,1
2022-06-24,2,25000,1065,15 out of 15,Super Area,"Gaurav Excellency, Mira Road",Mumbai,Furnished,Bachelors/Family,2,Contact Owner,1130,25.84,87,overcast clouds,26.75,23.474178403755868,10.12667110305036,1,25000,21300000,1.4084507042253522,71.42857142857143,0,1.0,1
2022-07-09,1,36000,585,10 out of 14,Super Area,"Odyssey Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1131,25.84,87,overcast clouds,26.75,61.53846153846154,10.491301994830229,1,36000,11700000,3.6923076923076925,71.42857142857143,0,4.0,1
2022-07-08,2,90000,854,15 out of 20,Carpet Area,"Kanakia Paris, Bandra Kurla Complex",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1132,25.84,87,overcast clouds,26.75,105.3864168618267,11.407576060361786,1,90000,17080000,6.323185011709602,71.42857142857143,1,8.0,1
2022-06-12,2,22000,550,2 out of 7,Carpet Area,"Salasar Garden, Beverly Park",Mumbai,Furnished,Family,2,Contact Agent,1133,25.84,87,overcast clouds,26.75,40.0,9.99884318585288,1,22000,11000000,2.4,71.42857142857143,0,1.0,1
2022-06-03,4,150000,1705,16 out of 29,Carpet Area,"Adani Western Heights, Andheri West",Mumbai,Semi-Furnished,Family,3,Contact Agent,1134,25.84,87,overcast clouds,26.75,87.97653958944281,11.918397239722838,1,150000,34100000,5.278592375366569,71.42857142857143,1,7.0,1
2022-06-16,1,17000,375,9 out of 20,Carpet Area,"Royal Palms Diamond Isle Phase II, Aarey Milk Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,1135,25.84,87,overcast clouds,26.75,45.333333333333336,9.741027444837728,0,17000,7500000,2.7199999999999998,71.42857142857143,0,2.0,1
2022-06-16,2,45000,650,3 out of 7,Carpet Area,"Akruti Aneri, Marol",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1136,25.84,87,overcast clouds,26.75,69.23076923076923,10.714439990727769,1,45000,13000000,4.153846153846154,71.42857142857143,1,5.0,1
2022-06-03,2,55000,700,10 out of 20,Carpet Area,"Raj Legacy, Vikhroli West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1137,25.84,87,overcast clouds,26.75,78.57142857142857,10.915106645867503,1,55000,14000000,4.714285714285714,71.42857142857143,1,6.0,1
2022-07-06,2,95000,955,34 out of 40,Carpet Area,"Lodha New Cuffe Parade, Bhakti Park",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,1138,25.84,87,overcast clouds,26.75,99.47643979057591,11.461642696843066,1,95000,19100000,5.968586387434556,71.42857142857143,1,8.0,1
2022-07-09,2,66000,750,2 out of 8,Carpet Area,"Sundar Nagar, Kalina",Mumbai,Unfurnished,Family,2,Contact Agent,1139,25.84,87,overcast clouds,26.75,88.0,11.097425172408931,0,66000,15000000,5.28,71.42857142857143,1,7.0,1
2022-07-09,4,140000,2000,6 out of 45,Carpet Area,"DB Woods, Gokuldham",Mumbai,Furnished,Family,4,Contact Agent,1140,25.84,87,overcast clouds,26.75,70.0,11.849404844423074,1,140000,40000000,4.2,71.42857142857143,1,5.0,1
2022-06-27,3,120000,1200,5 out of 14,Carpet Area,"Salvation CHS, Dadar West",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,1141,25.84,87,overcast clouds,26.75,100.0,11.695255355062795,1,120000,24000000,6.0,71.42857142857143,1,8.0,1
2022-07-06,4,260000,2046,22 out of 52,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1142,25.84,87,overcast clouds,26.75,127.0772238514174,12.468440756144114,1,260000,40920000,7.624633431085044,71.42857142857143,1,9.0,1
2022-06-06,1,55000,500,8 out of 18,Carpet Area,Hiranandani Gardens,Mumbai,Unfurnished,Bachelors,1,Contact Agent,1143,25.84,87,overcast clouds,26.75,110.0,10.915106645867503,0,55000,10000000,6.6000000000000005,71.42857142857143,1,9.0,1
2022-06-28,2,32000,750,3 out of 7,Super Area,"Shree Sai Usha Complex, Bhandup West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1144,25.84,87,overcast clouds,26.75,42.666666666666664,10.373522431293592,1,32000,15000000,2.56,71.42857142857143,0,2.0,1
2022-05-31,3,70000,906,7 out of 10,Carpet Area,"Sanjona Gulmarg Towers, Chembur East",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1145,25.84,87,overcast clouds,26.75,77.2626931567329,11.156264806643742,1,70000,18120000,4.635761589403973,71.42857142857143,1,6.0,1
2022-05-22,2,38000,700,Upper Basement out of 22,Carpet Area,"Altavista, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1146,25.84,87,overcast clouds,26.75,54.285714285714285,10.545367754151743,0,38000,14000000,3.257142857142857,71.42857142857143,0,3.0,1
2022-06-27,2,45000,730,5 out of 17,Carpet Area,"Raheja Heights, Malad East",Mumbai,Unfurnished,Family,2,Contact Agent,1147,25.84,87,overcast clouds,26.75,61.64383561643836,10.714439990727769,0,45000,14600000,3.6986301369863015,71.42857142857143,0,4.0,1
2022-06-22,3,300000,1800,11 out of 11,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,1148,25.84,87,overcast clouds,26.75,166.66666666666666,12.611541086966115,1,300000,36000000,10.0,71.42857142857143,1,10.0,1
2022-07-06,3,260000,1915,8 out of 23,Super Area,"Ashford Casa Grande, Lower Parel",Mumbai,Semi-Furnished,Family,4,Contact Agent,1149,25.84,87,overcast clouds,26.75,135.77023498694518,12.468440756144114,1,260000,38300000,8.14621409921671,71.42857142857143,1,10.0,1
2022-05-26,2,25000,500,1 out of 3,Carpet Area,New Devchhaya Building,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,1150,25.84,87,overcast clouds,26.75,50.0,10.12667110305036,1,25000,10000000,3.0,71.42857142857143,0,2.0,1
2022-05-17,2,50000,750,10 out of 20,Carpet Area,"Hillcrest, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1151,25.84,87,overcast clouds,26.75,66.66666666666667,10.819798284210286,1,50000,15000000,4.0,71.42857142857143,0,5.0,1
2022-06-16,1,35000,450,2 out of 7,Super Area,Goregaon West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,1152,25.84,87,overcast clouds,26.75,77.77777777777777,10.463131911491967,0,35000,9000000,4.666666666666667,71.42857142857143,1,6.0,1
2022-04-29,1,18500,229,5 out of 9,Super Area,Vile Parle,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1153,25.84,87,overcast clouds,26.75,80.78602620087337,9.825580063659602,1,18500,4580000,4.847161572052402,71.42857142857143,1,7.0,1
2022-07-09,3,120000,1130,3 out of 7,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1154,25.84,87,overcast clouds,26.75,106.19469026548673,11.695255355062795,1,120000,22600000,6.371681415929204,71.42857142857143,1,8.0,1
2022-06-29,2,51000,910,10 out of 19,Carpet Area,"Rivali Park, Borivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,1155,25.84,87,overcast clouds,26.75,56.043956043956044,10.839600519357369,0,51000,18200000,3.3626373626373627,71.42857142857143,0,3.0,1
2022-06-04,1,27000,495,5 out of 7,Super Area,Andheri East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,1156,25.84,87,overcast clouds,26.75,54.54545454545455,10.203629181337648,1,27000,9900000,3.272727272727273,71.42857142857143,0,3.0,1
2022-06-03,4,300000,2308,9 out of 31,Carpet Area,"Windsor Grande Residences, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,6,Contact Agent,1157,25.84,87,overcast clouds,26.75,129.98266897746967,12.611541086966115,1,300000,46160000,7.798960138648179,71.42857142857143,1,9.0,1
2022-06-04,4,140000,1648,21 out of 58,Carpet Area,"Sheth Auris Serinity, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,1158,25.84,87,overcast clouds,26.75,84.95145631067962,11.849404844423074,1,140000,32960000,5.097087378640777,71.42857142857143,1,7.0,1
2022-05-19,1,25000,407,5 out of 23,Super Area,Devi Pada,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,1159,25.84,87,overcast clouds,26.75,61.42506142506142,10.12667110305036,0,25000,8140000,3.6855036855036856,71.42857142857143,0,4.0,1
2022-07-09,3,80000,1100,48 out of 54,Carpet Area,"Alpine Shapoorji Pallonji, Thakur Village, Kandivali East",Mumbai,Unfurnished,Family,3,Contact Agent,1160,25.84,87,overcast clouds,26.75,72.72727272727273,11.289794413577894,0,80000,22000000,4.363636363636364,71.42857142857143,1,6.0,1
2022-06-16,3,150000,1092,60 out of 77,Carpet Area,"Lodha The Park, Worli",Mumbai,Semi-Furnished,Family,3,Contact Agent,1161,25.84,87,overcast clouds,26.75,137.36263736263737,11.918397239722838,1,150000,21840000,8.241758241758241,71.42857142857143,1,10.0,1
2022-07-09,3,180000,1250,11 out of 13,Carpet Area,"Ekta Trinity, Santacruz West",Mumbai,Semi-Furnished,Family,3,Contact Agent,1162,25.84,87,overcast clouds,26.75,144.0,12.100717685412471,1,180000,25000000,8.64,71.42857142857143,1,10.0,1
2022-06-26,1,30000,560,2 out of 4,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,Bachelors,2,Contact Agent,1163,25.84,87,overcast clouds,26.75,53.57142857142857,10.308985993422082,0,30000,11200000,3.214285714285714,71.42857142857143,0,3.0,1
2022-07-07,2,32000,610,11 out of 18,Carpet Area,"The Windsor, Kandivali East",Mumbai,Unfurnished,Family,2,Contact Agent,1164,25.84,87,overcast clouds,26.75,52.459016393442624,10.373522431293592,0,32000,12200000,3.1475409836065573,71.42857142857143,0,2.0,1
2022-06-04,2,40000,625,6 out of 14,Carpet Area,"Kailash Tower, Powai",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,1165,25.84,87,overcast clouds,26.75,64.0,10.596659732783579,1,40000,12500000,3.84,71.42857142857143,0,4.0,1
2022-06-30,2,85000,850,4 out of 6,Carpet Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1166,25.84,87,overcast clouds,26.75,100.0,11.350418300109132,0,85000,17000000,6.0,71.42857142857143,1,8.0,1
2022-07-07,1,40000,500,13 out of 14,Super Area,"Manavsthal, Andheri East",Mumbai,Furnished,Bachelors/Family,2,Contact Owner,1167,25.84,87,overcast clouds,26.75,80.0,10.596659732783579,1,40000,10000000,4.8,71.42857142857143,1,6.0,1
2022-06-16,1,15000,450,2 out of 4,Super Area,Dahisar East,Mumbai,Unfurnished,Family,1,Contact Owner,1168,25.84,87,overcast clouds,26.75,33.333333333333336,9.61587214452889,0,15000,9000000,2.0,71.42857142857143,0,1.0,1
2022-05-31,2,52000,750,4 out of 20,Carpet Area,"vanamali chs ghatla, Ghatla",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1169,25.84,87,overcast clouds,26.75,69.33333333333333,10.859018228147887,0,52000,15000000,4.16,71.42857142857143,1,5.0,1
2022-05-31,2,50000,820,7 out of 28,Carpet Area,"Raheja Heights, BMC Colony Malad East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1170,25.84,87,overcast clouds,26.75,60.97560975609756,10.819798284210286,1,50000,16400000,3.6585365853658534,71.42857142857143,0,4.0,1
2022-06-18,2,80000,750,6 out of 16,Carpet Area,"lokhandwala residency, Worli",Mumbai,Furnished,Bachelors,2,Contact Agent,1171,25.84,87,overcast clouds,26.75,106.66666666666667,11.289794413577894,1,80000,15000000,6.4,71.42857142857143,1,8.0,1
2022-05-31,2,60000,750,10 out of 20,Carpet Area,"Tridhaatu Bhaveshwar Vilas, Central Avenue Road",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,1172,25.84,87,overcast clouds,26.75,80.0,11.002116507732017,0,60000,15000000,4.8,71.42857142857143,1,6.0,1
